country,league_code,season,season_start,club,squad_size,avg_age,foreign_players,avg_market_value_m,squad_market_value_m
England,GB1,2006-2007,2006,Chelsea FC,37,24.8,25,11.26,416.76
England,GB1,2006-2007,2006,Arsenal FC,38,23.9,32,7.32,278.18
England,GB1,2006-2007,2006,Manchester United,38,25.0,19,6.82,259.15
England,GB1,2006-2007,2006,Liverpool FC,38,24.7,25,6.31,239.77
England,GB1,2006-2007,2006,Tottenham Hotspur,38,24.6,20,4.36,165.73
England,GB1,2006-2007,2006,Newcastle United,35,25.7,23,4.19,146.55
England,GB1,2006-2007,2006,West Ham United,39,26.3,16,2.81,109.65
England,GB1,2006-2007,2006,Aston Villa,34,26.6,19,3.22,109.5
England,GB1,2006-2007,2006,Everton FC,29,26.9,19,3.77,109.45
England,GB1,2006-2007,2006,Portsmouth FC,32,27.6,20,3.03,97.08
England,GB1,2006-2007,2006,Middlesbrough FC,35,25.0,16,2.75,96.32
England,GB1,2006-2007,2006,Manchester City,34,25.9,18,2.63,89.25
England,GB1,2006-2007,2006,Fulham FC,37,27.7,29,2.29,84.68
England,GB1,2006-2007,2006,Blackburn Rovers,31,27.9,24,2.55,78.9
England,GB1,2006-2007,2006,Wigan Athletic,37,27.6,25,2.03,74.93
England,GB1,2006-2007,2006,Bolton Wanderers,34,26.1,26,2.13,72.38
England,GB1,2006-2007,2006,Charlton Athletic,37,26.3,25,1.93,71.47
England,GB1,2006-2007,2006,Sheffield United,43,26.9,20,1.01,43.36
England,GB1,2006-2007,2006,Watford FC,43,24.4,21,0.767,32.97
England,GB1,2006-2007,2006,Reading FC,38,24.9,26,0.865,32.88
England,GB1,2007-2008,2007,Chelsea FC,39,25.7,25,11.14,434.35
England,GB1,2007-2008,2007,Manchester United,38,25.2,21,9.33,354.55
England,GB1,2007-2008,2007,Liverpool FC,41,24.0,26,7.45,305.65
England,GB1,2007-2008,2007,Arsenal FC,35,23.3,30,7.5,262.4
England,GB1,2007-2008,2007,Tottenham Hotspur,38,24.9,21,5.8,220.5
England,GB1,2007-2008,2007,Everton FC,32,25.8,18,4.85,155.3
England,GB1,2007-2008,2007,Manchester City,36,24.9,24,4.17,150.1
England,GB1,2007-2008,2007,Portsmouth FC,33,27.0,22,4.28,141.3
England,GB1,2007-2008,2007,Newcastle United,33,26.2,21,4.1,135.2
England,GB1,2007-2008,2007,Middlesbrough FC,34,25.0,15,3.56,120.9
England,GB1,2007-2008,2007,West Ham United,37,26.5,17,3.24,120.0
England,GB1,2007-2008,2007,Aston Villa,25,25.7,11,4.48,112.1
England,GB1,2007-2008,2007,Bolton Wanderers,42,26.3,30,2.48,104.2
England,GB1,2007-2008,2007,Fulham FC,43,28.2,33,2.3,99.05
England,GB1,2007-2008,2007,Blackburn Rovers,38,26.1,31,2.39,90.85
England,GB1,2007-2008,2007,Sunderland AFC,46,25.4,33,1.82,83.6
England,GB1,2007-2008,2007,Birmingham City,33,25.2,22,2.5,82.5
England,GB1,2007-2008,2007,Wigan Athletic,35,27.3,23,2.22,77.75
England,GB1,2007-2008,2007,Reading FC,43,25.4,30,1.53,65.93
England,GB1,2007-2008,2007,Derby County,41,27.3,23,1.23,50.4
England,GB1,2008-2009,2008,Chelsea FC,33,26.9,24,13.59,448.55
England,GB1,2008-2009,2008,Manchester United,42,24.4,26,10.14,425.95
England,GB1,2008-2009,2008,Liverpool FC,33,25.3,27,10.39,342.85
England,GB1,2008-2009,2008,Arsenal FC,41,22.6,31,7.6,311.45
England,GB1,2008-2009,2008,Tottenham Hotspur,43,24.3,24,6.48,278.8
England,GB1,2008-2009,2008,Manchester City,39,25.1,27,6.62,258.35
England,GB1,2008-2009,2008,Everton FC,32,25.3,16,5.95,190.33
England,GB1,2008-2009,2008,Aston Villa,35,25.3,16,4.5,157.35
England,GB1,2008-2009,2008,Portsmouth FC,36,28.2,22,4.24,152.6
England,GB1,2008-2009,2008,Newcastle United,38,25.2,22,3.54,134.55
England,GB1,2008-2009,2008,West Ham United,40,25.8,20,3.35,133.9
England,GB1,2008-2009,2008,Sunderland AFC,44,26.0,29,2.51,110.3
England,GB1,2008-2009,2008,Wigan Athletic,35,27.0,22,2.96,103.75
England,GB1,2008-2009,2008,Blackburn Rovers,36,26.7,27,2.53,91.2
England,GB1,2008-2009,2008,Middlesbrough FC,33,23.8,14,2.59,85.45
England,GB1,2008-2009,2008,Fulham FC,38,26.8,24,2.21,83.85
England,GB1,2008-2009,2008,Bolton Wanderers,33,26.4,20,2.47,81.65
England,GB1,2008-2009,2008,West Bromwich Albion,35,25.4,25,1.89,66.1
England,GB1,2008-2009,2008,Hull City,35,28.5,17,1.85,64.7
England,GB1,2008-2009,2008,Stoke City,38,27.4,19,1.67,63.45
England,GB1,2009-2010,2009,Chelsea FC,36,26.4,27,12.55,451.95
England,GB1,2009-2010,2009,Manchester United,39,25.4,25,9.86,384.7
England,GB1,2009-2010,2009,Liverpool FC,34,25.2,25,9.75,331.55
England,GB1,2009-2010,2009,Arsenal FC,45,23.2,31,6.98,314.3
England,GB1,2009-2010,2009,Manchester City,40,25.6,25,7.81,312.5
England,GB1,2009-2010,2009,Tottenham Hotspur,41,24.9,20,6.43,263.53
England,GB1,2009-2010,2009,Everton FC,42,24.6,23,5.21,218.93
England,GB1,2009-2010,2009,Aston Villa,31,27.1,14,5.4,167.38
England,GB1,2009-2010,2009,Sunderland AFC,38,26.1,26,3.46,131.58
England,GB1,2009-2010,2009,West Ham United,36,25.2,21,3.44,123.75
England,GB1,2009-2010,2009,Fulham FC,41,27.0,26,2.47,101.18
England,GB1,2009-2010,2009,Portsmouth FC,45,27.0,29,2.15,96.65
England,GB1,2009-2010,2009,Blackburn Rovers,35,26.8,29,2.62,91.63
England,GB1,2009-2010,2009,Bolton Wanderers,32,26.9,18,2.68,85.8
England,GB1,2009-2010,2009,Stoke City,39,27.0,18,2.07,80.7
England,GB1,2009-2010,2009,Wigan Athletic,36,26.6,27,2.16,77.6
England,GB1,2009-2010,2009,Hull City,37,27.6,23,1.98,73.2
England,GB1,2009-2010,2009,Birmingham City,36,27.1,18,1.93,69.65
England,GB1,2009-2010,2009,Wolverhampton Wanderers,37,25.7,21,1.77,65.48
England,GB1,2009-2010,2009,Burnley FC,33,26.5,20,1.46,48.15
England,GB1,2010-2011,2010,Chelsea FC,33,25.9,23,12.85,424.1
England,GB1,2010-2011,2010,Manchester City,45,24.9,28,8.98,404.18
England,GB1,2010-2011,2010,Manchester United,43,25.7,29,9.02,388.0
England,GB1,2010-2011,2010,Liverpool FC,42,24.9,25,8.08,339.2
England,GB1,2010-2011,2010,Arsenal FC,34,24.8,27,9.53,324.0
England,GB1,2010-2011,2010,Tottenham Hotspur,38,26.3,22,8.08,307.08
England,GB1,2010-2011,2010,Aston Villa,39,26.7,21,5.2,202.8
England,GB1,2010-2011,2010,Everton FC,32,25.4,21,5.76,184.48
England,GB1,2010-2011,2010,Sunderland AFC,39,25.2,20,3.83,149.33
England,GB1,2010-2011,2010,West Ham United,42,26.2,25,3.31,138.85
England,GB1,2010-2011,2010,Newcastle United,38,25.2,17,3.14,119.48
England,GB1,2010-2011,2010,Fulham FC,34,28.9,27,3.22,109.55
England,GB1,2010-2011,2010,Bolton Wanderers,34,26.9,18,2.95,100.15
England,GB1,2010-2011,2010,Birmingham City,34,27.3,19,2.81,95.38
England,GB1,2010-2011,2010,Stoke City,33,28.5,20,2.86,94.45
England,GB1,2010-2011,2010,Blackburn Rovers,37,26.6,29,2.47,91.53
England,GB1,2010-2011,2010,West Bromwich Albion,37,25.8,24,2.35,86.88
England,GB1,2010-2011,2010,Wolverhampton Wanderers,42,25.2,24,1.99,83.55
England,GB1,2010-2011,2010,Wigan Athletic,35,25.5,24,2.3,80.5
England,GB1,2010-2011,2010,Blackpool FC,45,25.7,23,1.11,50.03
England,GB1,2011-2012,2011,Manchester City,36,25.9,24,13.85,498.6
England,GB1,2011-2012,2011,Manchester United,41,25.1,24,9.86,404.1
England,GB1,2011-2012,2011,Chelsea FC,32,27.1,21,11.73,375.5
England,GB1,2011-2012,2011,Arsenal FC,45,24.7,35,8.05,362.43
England,GB1,2011-2012,2011,Tottenham Hotspur,50,25.7,27,6.47,323.5
England,GB1,2011-2012,2011,Liverpool FC,31,26.1,18,7.64,236.9
England,GB1,2011-2012,2011,Everton FC,36,26.8,25,4.72,169.95
England,GB1,2011-2012,2011,Newcastle United,37,25.3,21,4.37,161.7
England,GB1,2011-2012,2011,Sunderland AFC,36,25.9,20,3.51,126.5
England,GB1,2011-2012,2011,Aston Villa,37,26.2,23,3.34,123.5
England,GB1,2011-2012,2011,Fulham FC,36,27.6,28,2.78,100.0
England,GB1,2011-2012,2011,Bolton Wanderers,38,26.4,19,2.37,90.05
England,GB1,2011-2012,2011,Stoke City,32,29.1,15,2.55,81.65
England,GB1,2011-2012,2011,Queens Park Rangers,48,28.2,25,1.7,81.38
England,GB1,2011-2012,2011,Blackburn Rovers,37,25.9,26,2.16,80.0
England,GB1,2011-2012,2011,Wolverhampton Wanderers,37,25.6,24,2.11,78.05
England,GB1,2011-2012,2011,Swansea City,34,26.0,21,2.22,75.6
England,GB1,2011-2012,2011,Wigan Athletic,30,26.7,22,2.48,74.25
England,GB1,2011-2012,2011,West Bromwich Albion,36,26.5,24,1.93,69.55
England,GB1,2011-2012,2011,Norwich City,29,26.0,12,2.03,58.75
England,GB1,2012-2013,2012,Manchester City,41,25.3,29,12.25,502.1
England,GB1,2012-2013,2012,Manchester United,41,25.3,24,11.16,457.5
England,GB1,2012-2013,2012,Chelsea FC,34,26.4,25,13.36,454.25
England,GB1,2012-2013,2012,Arsenal FC,42,24.4,35,7.07,296.9
England,GB1,2012-2013,2012,Tottenham Hotspur,41,26.0,21,7.24,296.8
England,GB1,2012-2013,2012,Liverpool FC,41,24.0,21,6.73,276.1
England,GB1,2012-2013,2012,Newcastle United,39,25.1,26,5.13,200.25
England,GB1,2012-2013,2012,Everton FC,29,26.2,20,4.82,139.75
England,GB1,2012-2013,2012,Sunderland AFC,37,25.8,19,3.62,133.9
England,GB1,2012-2013,2012,Queens Park Rangers,38,29.2,22,3.16,120.05
England,GB1,2012-2013,2012,Aston Villa,33,25.2,22,3.35,110.5
England,GB1,2012-2013,2012,Fulham FC,37,28.0,32,2.97,109.85
England,GB1,2012-2013,2012,Stoke City,30,28.9,17,3.47,104.05
England,GB1,2012-2013,2012,West Ham United,39,25.9,20,2.64,103.0
England,GB1,2012-2013,2012,Swansea City,33,26.7,22,3.1,102.25
England,GB1,2012-2013,2012,West Bromwich Albion,32,26.6,23,2.92,93.5
England,GB1,2012-2013,2012,Wigan Athletic,37,26.2,29,2.47,91.55
England,GB1,2012-2013,2012,Southampton FC,40,25.3,16,2.08,83.05
England,GB1,2012-2013,2012,Norwich City,36,26.4,16,2.03,73.25
England,GB1,2012-2013,2012,Reading FC,35,26.9,26,1.32,46.25
England,GB1,2013-2014,2013,Chelsea FC,49,25.2,40,11.92,584.2
England,GB1,2013-2014,2013,Manchester City,27,27.3,21,16.88,455.8
England,GB1,2013-2014,2013,Manchester United,37,26.1,24,10.88,402.55
England,GB1,2013-2014,2013,Arsenal FC,41,25.0,35,9.41,385.75
England,GB1,2013-2014,2013,Liverpool FC,36,24.6,25,8.77,315.75
England,GB1,2013-2014,2013,Tottenham Hotspur,41,24.4,22,7.05,288.95
England,GB1,2013-2014,2013,Everton FC,34,26.5,23,6.18,210.0
England,GB1,2013-2014,2013,Newcastle United,37,25.3,27,4.66,172.3
England,GB1,2013-2014,2013,Southampton FC,35,24.7,17,3.76,131.5
England,GB1,2013-2014,2013,Swansea City,36,26.1,28,3.58,128.93
England,GB1,2013-2014,2013,Sunderland AFC,39,26.0,28,3.13,122.0
England,GB1,2013-2014,2013,Fulham FC,48,26.4,36,2.35,112.65
England,GB1,2013-2014,2013,West Ham United,46,26.2,26,2.39,109.75
England,GB1,2013-2014,2013,Aston Villa,36,25.2,23,3.04,109.5
England,GB1,2013-2014,2013,Stoke City,33,27.1,22,3.17,104.7
England,GB1,2013-2014,2013,West Bromwich Albion,33,27.7,24,2.75,90.8
England,GB1,2013-2014,2013,Norwich City,32,27.0,18,2.79,89.3
England,GB1,2013-2014,2013,Cardiff City,42,25.9,26,2.09,87.9
England,GB1,2013-2014,2013,Crystal Palace,45,27.2,24,1.53,68.7
England,GB1,2013-2014,2013,Hull City,34,27.7,24,2.0,68.15
England,GB1,2014-2015,2014,Chelsea FC,38,25.4,28,14.66,557.25
England,GB1,2014-2015,2014,Manchester United,43,25.4,26,11.75,505.4
England,GB1,2014-2015,2014,Manchester City,34,27.1,27,13.18,448.25
England,GB1,2014-2015,2014,Arsenal FC,42,24.5,30,9.88,414.75
England,GB1,2014-2015,2014,Liverpool FC,35,24.8,21,9.28,324.85
England,GB1,2014-2015,2014,Tottenham Hotspur,42,25.2,25,7.24,304.15
England,GB1,2014-2015,2014,Southampton FC,37,25.1,20,5.68,210.25
England,GB1,2014-2015,2014,Everton FC,40,25.7,22,4.57,182.85
England,GB1,2014-2015,2014,Newcastle United,42,24.4,28,3.33,140.0
England,GB1,2014-2015,2014,West Ham United,36,26.2,21,3.78,135.9
England,GB1,2014-2015,2014,Swansea City,36,25.8,26,3.63,130.75
England,GB1,2014-2015,2014,Hull City,35,27.5,25,3.35,117.1
England,GB1,2014-2015,2014,Aston Villa,38,25.9,20,3.01,114.25
England,GB1,2014-2015,2014,Queens Park Rangers,41,26.6,25,2.74,112.25
England,GB1,2014-2015,2014,Stoke City,30,28.0,23,3.68,110.5
England,GB1,2014-2015,2014,Crystal Palace,42,27.6,26,2.32,97.25
England,GB1,2014-2015,2014,West Bromwich Albion,34,27.0,24,2.82,95.95
England,GB1,2014-2015,2014,Sunderland AFC,34,26.3,20,2.68,91.0
England,GB1,2014-2015,2014,Leicester City,37,27.4,19,1.8,66.7
England,GB1,2014-2015,2014,Burnley FC,30,27.0,13,1.75,52.55
England,GB1,2015-2016,2015,Chelsea FC,40,25.2,31,13.84,553.5
England,GB1,2015-2016,2015,Manchester City,38,25.9,27,13.14,499.35
England,GB1,2015-2016,2015,Arsenal FC,41,25.2,30,11.17,457.85
England,GB1,2015-2016,2015,Manchester United,44,24.1,27,10.0,439.85
England,GB1,2015-2016,2015,Liverpool FC,44,23.9,27,8.53,375.25
England,GB1,2015-2016,2015,Tottenham Hotspur,31,24.2,16,12.0,371.85
England,GB1,2015-2016,2015,Everton FC,39,26.1,22,6.41,249.85
England,GB1,2015-2016,2015,Southampton FC,35,25.6,20,6.44,225.5
England,GB1,2015-2016,2015,West Ham United,50,24.7,28,4.03,201.33
England,GB1,2015-2016,2015,Newcastle United,42,25.2,28,4.71,198.0
England,GB1,2015-2016,2015,Leicester City,35,27.3,21,4.6,161.1
England,GB1,2015-2016,2015,Stoke City,31,27.9,24,4.74,147.0
England,GB1,2015-2016,2015,Swansea City,36,26.4,27,4.05,145.8
England,GB1,2015-2016,2015,Watford FC,39,27.8,35,3.51,137.0
England,GB1,2015-2016,2015,Crystal Palace,38,27.2,20,3.57,135.7
England,GB1,2015-2016,2015,Aston Villa,44,25.1,25,2.68,117.95
England,GB1,2015-2016,2015,Norwich City,41,27.0,22,2.85,116.9
England,GB1,2015-2016,2015,West Bromwich Albion,35,26.9,22,3.23,113.1
England,GB1,2015-2016,2015,Sunderland AFC,42,27.0,27,2.65,111.25
England,GB1,2015-2016,2015,AFC Bournemouth,49,25.6,22,2.04,99.9
England,GB1,2016-2017,2016,Chelsea FC,49,25.4,41,14.01,686.7
England,GB1,2016-2017,2016,Manchester City,35,26.9,29,16.47,576.5
England,GB1,2016-2017,2016,Tottenham Hotspur,38,24.1,20,14.31,543.65
England,GB1,2016-2017,2016,Arsenal FC,42,25.3,26,12.9,542.0
England,GB1,2016-2017,2016,Manchester United,42,25.0,26,12.65,531.45
England,GB1,2016-2017,2016,Liverpool FC,38,24.9,24,11.2,425.65
England,GB1,2016-2017,2016,Everton FC,39,26.4,26,7.98,311.25
England,GB1,2016-2017,2016,West Ham United,44,25.1,29,6.21,273.05
England,GB1,2016-2017,2016,Southampton FC,36,25.9,19,7.33,263.75
England,GB1,2016-2017,2016,Crystal Palace,45,26.6,27,5.08,228.43
England,GB1,2016-2017,2016,Leicester City,31,27.1,22,7.05,218.65
England,GB1,2016-2017,2016,Stoke City,34,27.7,27,5.47,186.0
England,GB1,2016-2017,2016,Watford FC,46,27.3,37,3.82,175.65
England,GB1,2016-2017,2016,Swansea City,37,27.4,28,4.25,157.1
England,GB1,2016-2017,2016,Hull City,42,26.5,24,3.23,135.85
England,GB1,2016-2017,2016,Sunderland AFC,42,25.8,27,3.14,132.0
England,GB1,2016-2017,2016,AFC Bournemouth,41,24.8,16,3.21,131.6
England,GB1,2016-2017,2016,Middlesbrough FC,35,27.9,21,3.68,128.8
England,GB1,2016-2017,2016,West Bromwich Albion,30,27.7,18,4.11,123.2
England,GB1,2016-2017,2016,Burnley FC,36,27.2,16,2.98,107.18
England,GB1,2017-2018,2017,Manchester City,32,25.5,22,31.53,1010.0
England,GB1,2017-2018,2017,Chelsea FC,46,25.3,33,19.22,884.25
England,GB1,2017-2018,2017,Liverpool FC,35,25.4,21,24.5,857.5
England,GB1,2017-2018,2017,Manchester United,35,26.6,23,24.27,849.5
England,GB1,2017-2018,2017,Tottenham Hotspur,34,25.2,22,24.4,829.6
England,GB1,2017-2018,2017,Arsenal FC,45,25.4,27,15.42,694.0
England,GB1,2017-2018,2017,Everton FC,48,25.4,31,7.94,381.25
England,GB1,2017-2018,2017,Leicester City,34,27.0,23,8.95,304.25
England,GB1,2017-2018,2017,Southampton FC,29,26.4,16,10.24,297.0
England,GB1,2017-2018,2017,West Ham United,42,25.8,26,6.38,268.1
England,GB1,2017-2018,2017,Crystal Palace,41,26.3,24,5.38,220.73
England,GB1,2017-2018,2017,Newcastle United,37,25.9,27,5.63,208.28
England,GB1,2017-2018,2017,Watford FC,37,27.4,28,5.3,196.0
England,GB1,2017-2018,2017,Stoke City,35,26.8,27,5.5,192.45
England,GB1,2017-2018,2017,Burnley FC,30,28.3,16,5.64,169.3
England,GB1,2017-2018,2017,West Bromwich Albion,33,27.0,17,5.03,165.95
England,GB1,2017-2018,2017,Swansea City,36,26.8,25,4.6,165.49
England,GB1,2017-2018,2017,Brighton & Hove Albion,39,27.3,27,3.8,148.2
England,GB1,2017-2018,2017,AFC Bournemouth,35,26.4,14,4.13,144.5
England,GB1,2017-2018,2017,Huddersfield Town,35,26.1,19,3.03,106.05
England,GB1,2018-2019,2018,Manchester City,47,24.6,36,25.61,1200.0
England,GB1,2018-2019,2018,Liverpool FC,39,25.2,25,30.06,1170.0
England,GB1,2018-2019,2018,Chelsea FC,54,26.2,40,21.6,1170.0
England,GB1,2018-2019,2018,Tottenham Hotspur,34,26.0,20,26.43,898.6
England,GB1,2018-2019,2018,Manchester United,36,25.9,23,22.16,797.6
England,GB1,2018-2019,2018,Arsenal FC,42,25.4,28,15.69,659.05
England,GB1,2018-2019,2018,Everton FC,40,26.6,29,13.23,529.1
England,GB1,2018-2019,2018,Leicester City,37,26.9,28,11.73,434.1
England,GB1,2018-2019,2018,West Ham United,37,27.1,24,9.7,359.0
England,GB1,2018-2019,2018,AFC Bournemouth,37,26.2,17,8.38,310.0
England,GB1,2018-2019,2018,Southampton FC,40,25.5,20,7.64,305.4
England,GB1,2018-2019,2018,Wolverhampton Wanderers,40,24.5,26,7.57,302.9
England,GB1,2018-2019,2018,Crystal Palace,36,26.9,22,8.03,289.0
England,GB1,2018-2019,2018,Fulham FC,33,26.2,26,7.7,254.25
England,GB1,2018-2019,2018,Newcastle United,37,26.6,25,6.61,244.65
England,GB1,2018-2019,2018,Watford FC,39,26.7,32,6.13,239.1
England,GB1,2018-2019,2018,Burnley FC,33,28.6,14,5.98,197.25
England,GB1,2018-2019,2018,Brighton & Hove Albion,41,26.3,29,4.74,194.35
England,GB1,2018-2019,2018,Huddersfield Town,33,25.8,21,4.17,137.45
England,GB1,2018-2019,2018,Cardiff City,35,27.8,21,3.23,113.0
England,GB1,2019-2020,2019,Manchester City,35,25.4,25,29.96,1050.0
England,GB1,2019-2020,2019,Liverpool FC,56,23.8,32,17.9,1000.0
England,GB1,2019-2020,2019,Tottenham Hotspur,36,25.3,23,22.41,806.8
England,GB1,2019-2020,2019,Chelsea FC,36,24.7,23,19.61,705.85
England,GB1,2019-2020,2019,Manchester United,43,24.4,27,15.59,670.45
England,GB1,2019-2020,2019,Arsenal FC,38,24.8,24,15.99,607.65
England,GB1,2019-2020,2019,Everton FC,35,26.5,22,12.02,420.55
England,GB1,2019-2020,2019,Leicester City,32,26.4,21,12.85,411.1
England,GB1,2019-2020,2019,Wolverhampton Wanderers,44,23.6,30,7.28,320.33
England,GB1,2019-2020,2019,West Ham United,38,27.0,27,7.99,303.6
England,GB1,2019-2020,2019,AFC Bournemouth,39,25.4,17,6.98,272.18
England,GB1,2019-2020,2019,Newcastle United,41,26.6,25,6.16,252.48
England,GB1,2019-2020,2019,Aston Villa,38,26.2,22,6.1,231.7
England,GB1,2019-2020,2019,Southampton FC,36,25.0,20,5.85,210.75
England,GB1,2019-2020,2019,Brighton & Hove Albion,45,25.3,29,4.46,200.78
England,GB1,2019-2020,2019,Watford FC,43,26.2,27,4.64,199.6
England,GB1,2019-2020,2019,Crystal Palace,33,27.4,18,5.74,189.33
England,GB1,2019-2020,2019,Burnley FC,35,26.8,12,4.68,163.88
England,GB1,2019-2020,2019,Norwich City,38,26.0,25,3.82,145.33
England,GB1,2019-2020,2019,Sheffield United,34,27.9,16,4.08,138.6
England,GB1,2020-2021,2020,Manchester City,36,25.3,23,29.01,1040.0
England,GB1,2020-2021,2020,Liverpool FC,43,24.9,28,22.55,969.65
England,GB1,2020-2021,2020,Chelsea FC,39,25.7,23,22.8,889.2
England,GB1,2020-2021,2020,Manchester United,39,25.4,26,19.74,770.05
England,GB1,2020-2021,2020,Tottenham Hotspur,41,25.2,24,17.16,703.5
England,GB1,2020-2021,2020,Arsenal FC,42,24.9,28,14.74,619.25
England,GB1,2020-2021,2020,Everton FC,44,25.2,27,11.62,511.2
England,GB1,2020-2021,2020,Leicester City,40,25.8,27,12.77,510.6
England,GB1,2020-2021,2020,Wolverhampton Wanderers,38,24.4,32,11.85,450.3
England,GB1,2020-2021,2020,Aston Villa,53,23.9,25,8.13,430.7
England,GB1,2020-2021,2020,West Ham United,40,26.8,24,8.41,336.4
England,GB1,2020-2021,2020,Brighton & Hove Albion,46,24.9,30,6.31,290.4
England,GB1,2020-2021,2020,Southampton FC,39,25.0,22,7.25,282.8
England,GB1,2020-2021,2020,Newcastle United,33,27.4,19,7.74,255.35
England,GB1,2020-2021,2020,Fulham FC,38,27.0,30,6.31,239.75
England,GB1,2020-2021,2020,Leeds United,39,25.1,24,6.11,238.1
England,GB1,2020-2021,2020,Crystal Palace,36,28.2,18,5.38,193.85
England,GB1,2020-2021,2020,Sheffield United,40,25.4,16,3.75,149.85
England,GB1,2020-2021,2020,West Bromwich Albion,43,26.6,18,3.28,141.15
England,GB1,2020-2021,2020,Burnley FC,32,27.1,11,4.13,132.3
England,GB1,2021-2022,2021,Manchester City,39,24.7,23,25.74,1000.0
England,GB1,2021-2022,2021,Liverpool FC,49,24.5,29,18.75,918.9
England,GB1,2021-2022,2021,Chelsea FC,44,25.6,27,20.78,914.5
England,GB1,2021-2022,2021,Manchester United,43,26.0,29,17.89,769.15
England,GB1,2021-2022,2021,Tottenham Hotspur,45,24.0,26,15.32,689.35
England,GB1,2021-2022,2021,Arsenal FC,41,24.0,26,14.95,613.05
England,GB1,2021-2022,2021,Leicester City,40,25.7,26,13.16,526.55
England,GB1,2021-2022,2021,Aston Villa,44,24.8,22,11.09,487.75
England,GB1,2021-2022,2021,Everton FC,42,26.0,24,11.41,479.05
England,GB1,2021-2022,2021,Wolverhampton Wanderers,38,24.8,30,9.92,376.95
England,GB1,2021-2022,2021,West Ham United,37,26.3,20,9.59,354.9
England,GB1,2021-2022,2021,Brighton & Hove Albion,43,24.6,31,7.4,318.0
England,GB1,2021-2022,2021,Newcastle United,34,27.9,19,9.23,313.9
England,GB1,2021-2022,2021,Leeds United,35,24.0,20,8.56,299.45
England,GB1,2021-2022,2021,Southampton FC,33,25.6,19,8.31,274.3
England,GB1,2021-2022,2021,Brentford FC,38,24.7,28,7.19,273.3
England,GB1,2021-2022,2021,Crystal Palace,33,26.5,16,8.21,271.05
England,GB1,2021-2022,2021,Norwich City,45,24.7,29,3.63,163.2
England,GB1,2021-2022,2021,Watford FC,47,26.4,36,3.32,156.2
England,GB1,2021-2022,2021,Burnley FC,35,27.9,16,3.94,137.85
England,GB1,2023-2024,2023,Manchester City,36,25.7,21,40.63,1460.0
England,GB1,2023-2024,2023,Arsenal FC,40,24.6,24,30.08,1200.0
England,GB1,2023-2024,2023,Chelsea FC,56,22.2,27,18.1,1010.0
England,GB1,2023-2024,2023,Liverpool FC,45,24.2,30,21.24,955.65
England,GB1,2023-2024,2023,Tottenham Hotspur,41,25.6,29,20.45,838.5
England,GB1,2023-2024,2023,Manchester United,46,24.9,28,17.57,808.35
England,GB1,2023-2024,2023,Aston Villa,45,25.0,23,15.77,709.65
England,GB1,2023-2024,2023,Newcastle United,45,26.3,21,14.49,652.25
England,GB1,2023-2024,2023,Brighton & Hove Albion,49,24.2,33,10.7,524.4
England,GB1,2023-2024,2023,Nottingham Forest,46,26.6,36,10.9,501.35
England,GB1,2023-2024,2023,West Ham United,36,26.6,20,13.54,487.5
England,GB1,2023-2024,2023,Crystal Palace,40,25.1,17,11.16,446.58
England,GB1,2023-2024,2023,Wolverhampton Wanderers,47,23.9,32,9.42,442.73
England,GB1,2023-2024,2023,Brentford FC,42,25.0,30,10.21,428.78
England,GB1,2023-2024,2023,AFC Bournemouth,42,25.7,26,9.57,401.75
England,GB1,2023-2024,2023,Everton FC,34,26.8,16,11.52,391.75
England,GB1,2023-2024,2023,Fulham FC,35,26.9,31,10.98,384.35
England,GB1,2023-2024,2023,Burnley FC,39,25.3,30,7.01,273.48
England,GB1,2023-2024,2023,Sheffield United,45,24.7,27,3.39,152.35
England,GB1,2023-2024,2023,Luton Town,46,25.7,22,3.06,140.9
England,GB1,2024-2025,2024,Manchester City,44,25.6,27,30.86,1360.0
England,GB1,2024-2025,2024,Chelsea FC,58,22.4,32,20.59,1190.0
England,GB1,2024-2025,2024,Arsenal FC,42,24.5,26,27.58,1160.0
England,GB1,2024-2025,2024,Liverpool FC,35,24.7,21,27.17,950.95
England,GB1,2024-2025,2024,Manchester United,49,24.0,29,16.84,825.0
England,GB1,2024-2025,2024,Tottenham Hotspur,41,24.0,23,18.96,777.3
England,GB1,2024-2025,2024,Aston Villa,41,25.2,24,16.6,680.55
England,GB1,2024-2025,2024,Newcastle United,36,27.5,15,18.82,677.53
England,GB1,2024-2025,2024,Brighton & Hove Albion,49,24.2,33,13.62,667.58
England,GB1,2024-2025,2024,Crystal Palace,40,26.2,18,13.17,526.85
England,GB1,2024-2025,2024,AFC Bournemouth,39,24.7,25,13.3,518.6
England,GB1,2024-2025,2024,Nottingham Forest,33,26.8,23,14.58,481.3
England,GB1,2024-2025,2024,Wolverhampton Wanderers,44,25.3,34,9.84,433.05
England,GB1,2024-2025,2024,Brentford FC,38,24.4,28,11.26,427.85
England,GB1,2024-2025,2024,West Ham United,29,28.0,19,13.82,400.7
England,GB1,2024-2025,2024,Everton FC,39,25.8,21,9.31,363.23
England,GB1,2024-2025,2024,Fulham FC,28,27.7,21,12.94,362.35
England,GB1,2024-2025,2024,Southampton FC,42,25.3,23,7.38,310.05
England,GB1,2024-2025,2024,Ipswich Town,35,26.6,17,7.72,270.1
