country,league_code,season,season_start,club,squad_size,avg_age,foreign_players,avg_market_value_m,squad_market_value_m
Spain,ES1,2008-2009,2008,Sporting Gijón,31,26.6,2,1.17,36.3
Spain,ES1,2009-2010,2009,FC Barcelona,31,25.6,15,16.63,515.4
Spain,ES1,2009-2010,2009,Real Madrid,32,25.7,16,14.12,451.7
Spain,ES1,2009-2010,2009,Valencia CF,34,26.2,10,7.06,240.0
Spain,ES1,2009-2010,2009,Sevilla FC,36,26.0,18,6.06,218.3
Spain,ES1,2009-2010,2009,Atlético de Madrid,37,24.6,16,5.7,210.8
Spain,ES1,2009-2010,2009,Villarreal CF,31,27.0,13,5.28,163.7
Spain,ES1,2009-2010,2009,Athletic Bilbao,36,25.7,1,2.8,100.8
Spain,ES1,2009-2010,2009,Real Zaragoza,38,26.8,18,2.3,87.25
Spain,ES1,2009-2010,2009,Getafe CF,29,26.9,9,2.67,77.3
Spain,ES1,2009-2010,2009,Deportivo de La Coruña,31,26.4,8,2.45,75.9
Spain,ES1,2009-2010,2009,RCD Espanyol Barcelona,34,25.2,13,2.09,71.0
Spain,ES1,2009-2010,2009,Racing Santander,33,25.9,8,1.98,65.5
Spain,ES1,2009-2010,2009,RCD Mallorca,28,26.9,11,2.33,65.1
Spain,ES1,2009-2010,2009,UD Almería,25,26.9,13,2.55,63.7
Spain,ES1,2009-2010,2009,CA Osasuna,27,27.8,7,2.22,60.0
Spain,ES1,2009-2010,2009,Málaga CF,37,25.8,13,1.58,58.6
Spain,ES1,2009-2010,2009,Sporting Gijón,35,25.9,3,1.58,55.2
Spain,ES1,2009-2010,2009,Real Valladolid CF,34,25.9,8,1.49,50.5
Spain,ES1,2009-2010,2009,CD Tenerife,24,27.4,4,1.42,34.0
Spain,ES1,2009-2010,2009,Xerez CD,28,27.4,8,1.16,32.5
Spain,ES1,2010-2011,2010,FC Barcelona,35,25.1,12,17.28,604.7
Spain,ES1,2010-2011,2010,Real Madrid,38,24.7,16,13.66,519.0
Spain,ES1,2010-2011,2010,Atlético de Madrid,31,25.4,10,6.03,187.0
Spain,ES1,2010-2011,2010,Valencia CF,32,26.9,13,5.52,176.6
Spain,ES1,2010-2011,2010,Sevilla FC,36,26.1,20,4.88,175.6
Spain,ES1,2010-2011,2010,Villarreal CF,34,25.8,13,5.02,170.6
Spain,ES1,2010-2011,2010,Athletic Bilbao,30,25.6,1,3.73,112.0
Spain,ES1,2010-2011,2010,RCD Espanyol Barcelona,35,24.6,12,2.24,78.4
Spain,ES1,2010-2011,2010,UD Almería,30,26.2,16,2.45,73.6
Spain,ES1,2010-2011,2010,Málaga CF,37,26.9,18,1.92,71.05
Spain,ES1,2010-2011,2010,Real Sociedad,26,26.3,6,2.57,66.7
Spain,ES1,2010-2011,2010,Getafe CF,29,25.8,7,2.29,66.4
Spain,ES1,2010-2011,2010,Deportivo de La Coruña,33,27.0,10,1.93,63.7
Spain,ES1,2010-2011,2010,Racing Santander,30,26.4,12,1.98,59.3
Spain,ES1,2010-2011,2010,CA Osasuna,29,28.5,6,2.0,57.9
Spain,ES1,2010-2011,2010,Real Zaragoza,30,26.6,16,1.9,57.0
Spain,ES1,2010-2011,2010,RCD Mallorca,28,26.0,12,1.92,53.7
Spain,ES1,2010-2011,2010,Sporting Gijón,33,26.3,5,1.62,53.4
Spain,ES1,2010-2011,2010,Hércules CF,32,27.3,12,1.62,51.7
Spain,ES1,2010-2011,2010,Levante UD,33,27.2,7,1.13,37.4
Spain,ES1,2011-2012,2011,FC Barcelona,35,25.3,11,17.66,618.2
Spain,ES1,2011-2012,2011,Real Madrid,33,25.2,16,16.34,539.2
Spain,ES1,2011-2012,2011,Atlético de Madrid,37,24.9,17,5.68,210.0
Spain,ES1,2011-2012,2011,Valencia CF,28,26.0,13,6.46,181.0
Spain,ES1,2011-2012,2011,Athletic Bilbao,30,25.7,1,4.81,144.2
Spain,ES1,2011-2012,2011,Villarreal CF,35,26.0,12,3.91,137.0
Spain,ES1,2011-2012,2011,Sevilla FC,34,25.6,14,3.91,133.0
Spain,ES1,2011-2012,2011,Málaga CF,32,27.4,18,3.79,121.3
Spain,ES1,2011-2012,2011,RCD Espanyol Barcelona,37,24.5,19,2.19,81.2
Spain,ES1,2011-2012,2011,Real Sociedad,26,25.8,8,2.87,74.7
Spain,ES1,2011-2012,2011,Getafe CF,34,26.9,7,2.09,70.95
Spain,ES1,2011-2012,2011,RCD Mallorca,32,25.2,13,1.94,62.2
Spain,ES1,2011-2012,2011,Real Zaragoza,33,26.6,16,1.85,61.0
Spain,ES1,2011-2012,2011,Granada CF,32,26.8,14,1.89,60.6
Spain,ES1,2011-2012,2011,Sporting Gijón,33,26.4,8,1.62,53.4
Spain,ES1,2011-2012,2011,Real Betis Balompié,36,26.2,6,1.46,52.7
Spain,ES1,2011-2012,2011,Rayo Vallecano,37,26.3,6,1.28,47.3
Spain,ES1,2011-2012,2011,CA Osasuna,32,27.5,8,1.39,44.4
Spain,ES1,2011-2012,2011,Racing Santander,38,24.6,9,1.12,42.6
Spain,ES1,2011-2012,2011,Levante UD,34,27.9,9,1.18,40.25
Spain,ES1,2012-2013,2012,FC Barcelona,30,26.3,9,19.55,586.6
Spain,ES1,2012-2013,2012,Real Madrid,34,25.9,19,17.13,582.4
Spain,ES1,2012-2013,2012,Atlético de Madrid,33,24.9,15,8.09,267.0
Spain,ES1,2012-2013,2012,Valencia CF,30,25.6,14,5.76,172.9
Spain,ES1,2012-2013,2012,Sevilla FC,34,25.3,14,4.26,144.8
Spain,ES1,2012-2013,2012,Málaga CF,33,27.2,21,3.72,122.9
Spain,ES1,2012-2013,2012,Athletic Bilbao,35,24.2,1,3.42,119.85
Spain,ES1,2012-2013,2012,Real Sociedad,26,25.5,8,4.34,112.8
Spain,ES1,2012-2013,2012,Granada CF,31,27.2,14,2.35,72.8
Spain,ES1,2012-2013,2012,Getafe CF,31,27.2,5,2.2,68.3
Spain,ES1,2012-2013,2012,Real Betis Balompié,37,25.8,8,1.79,66.2
Spain,ES1,2012-2013,2012,RCD Espanyol Barcelona,31,25.9,13,2.07,64.1
Spain,ES1,2012-2013,2012,Rayo Vallecano,34,26.1,9,1.46,49.75
Spain,ES1,2012-2013,2012,Celta de Vigo,30,26.8,10,1.64,49.1
Spain,ES1,2012-2013,2012,RCD Mallorca,36,25.3,13,1.31,47.1
Spain,ES1,2012-2013,2012,Real Zaragoza,37,26.5,12,1.26,46.8
Spain,ES1,2012-2013,2012,CA Osasuna,31,28.2,6,1.5,46.4
Spain,ES1,2012-2013,2012,Deportivo de La Coruña,31,28.8,15,1.47,45.6
Spain,ES1,2012-2013,2012,Levante UD,32,28.4,14,1.28,41.1
Spain,ES1,2012-2013,2012,Real Valladolid CF,25,27.0,8,1.55,38.8
Spain,ES1,2013-2014,2013,Real Madrid,32,25.5,15,19.9,636.8
Spain,ES1,2013-2014,2013,FC Barcelona,29,26.6,10,20.42,592.2
Spain,ES1,2013-2014,2013,Atlético de Madrid,35,25.5,19,8.82,308.8
Spain,ES1,2013-2014,2013,Valencia CF,42,25.1,21,4.26,178.8
Spain,ES1,2013-2014,2013,Sevilla FC,37,25.0,19,3.81,141.15
Spain,ES1,2013-2014,2013,Real Sociedad,31,25.9,8,4.41,136.7
Spain,ES1,2013-2014,2013,Athletic Bilbao,27,26.2,0,4.84,130.7
Spain,ES1,2013-2014,2013,Villarreal CF,29,24.8,9,2.67,77.3
Spain,ES1,2013-2014,2013,Málaga CF,31,26.5,21,2.02,62.5
Spain,ES1,2013-2014,2013,Real Betis Balompié,41,24.9,12,1.43,58.6
Spain,ES1,2013-2014,2013,Granada CF,34,25.5,23,1.69,57.48
Spain,ES1,2013-2014,2013,Getafe CF,32,27.4,6,1.75,55.9
Spain,ES1,2013-2014,2013,RCD Espanyol Barcelona,26,26.2,10,1.97,51.3
Spain,ES1,2013-2014,2013,Celta de Vigo,29,26.1,8,1.72,49.9
Spain,ES1,2013-2014,2013,Rayo Vallecano,33,25.7,10,1.4,46.1
Spain,ES1,2013-2014,2013,Elche CF,32,27.3,7,1.39,44.6
Spain,ES1,2013-2014,2013,Levante UD,33,28.2,14,1.28,42.4
Spain,ES1,2013-2014,2013,CA Osasuna,29,27.5,6,1.46,42.3
Spain,ES1,2013-2014,2013,Real Valladolid CF,31,27.1,13,1.33,41.2
Spain,ES1,2013-2014,2013,UD Almería,34,26.7,12,1.07,36.45
Spain,ES1,2014-2015,2014,Real Madrid,41,24.7,19,19.21,787.8
Spain,ES1,2014-2015,2014,FC Barcelona,31,25.9,17,19.48,603.8
Spain,ES1,2014-2015,2014,Atlético de Madrid,32,26.2,16,11.13,356.0
Spain,ES1,2014-2015,2014,Valencia CF,26,24.5,13,8.85,230.0
Spain,ES1,2014-2015,2014,Sevilla FC,34,25.5,14,4.9,166.75
Spain,ES1,2014-2015,2014,Villarreal CF,37,24.5,12,3.59,132.7
Spain,ES1,2014-2015,2014,Athletic Bilbao,27,26.6,1,4.15,112.1
Spain,ES1,2014-2015,2014,Real Sociedad,30,26.0,5,3.23,96.8
Spain,ES1,2014-2015,2014,Málaga CF,30,27.1,18,2.76,82.8
Spain,ES1,2014-2015,2014,RCD Espanyol Barcelona,32,26.0,6,2.37,75.7
Spain,ES1,2014-2015,2014,Granada CF,39,25.8,22,1.73,67.55
Spain,ES1,2014-2015,2014,Celta de Vigo,28,24.8,11,2.16,60.4
Spain,ES1,2014-2015,2014,Deportivo de La Coruña,33,26.9,12,1.62,53.4
Spain,ES1,2014-2015,2014,Rayo Vallecano,29,27.1,12,1.78,51.7
Spain,ES1,2014-2015,2014,Córdoba CF,36,26.3,15,1.41,50.9
Spain,ES1,2014-2015,2014,Getafe CF,33,26.7,9,1.52,50.2
Spain,ES1,2014-2015,2014,Levante UD,31,28.3,10,1.4,43.45
Spain,ES1,2014-2015,2014,Elche CF,29,26.2,9,1.33,38.6
Spain,ES1,2014-2015,2014,UD Almería,31,25.5,11,1.24,38.3
Spain,ES1,2014-2015,2014,SD Eibar,25,28.7,3,1.18,29.4
Spain,ES1,2015-2016,2015,FC Barcelona,32,26.4,16,22.69,726.0
Spain,ES1,2015-2016,2015,Real Madrid,30,25.3,17,23.81,714.3
Spain,ES1,2015-2016,2015,Atlético de Madrid,30,25.9,17,13.95,418.5
Spain,ES1,2015-2016,2015,Valencia CF,38,24.1,20,6.68,254.0
Spain,ES1,2015-2016,2015,Sevilla FC,38,26.2,19,6.06,230.3
Spain,ES1,2015-2016,2015,Athletic Bilbao,28,27.4,1,5.29,148.0
Spain,ES1,2015-2016,2015,Villarreal CF,28,25.8,10,5.02,140.6
Spain,ES1,2015-2016,2015,Real Sociedad,32,26.0,6,3.73,119.4
Spain,ES1,2015-2016,2015,Celta de Vigo,28,25.2,13,3.25,91.1
Spain,ES1,2015-2016,2015,Málaga CF,33,27.5,23,2.36,77.95
Spain,ES1,2015-2016,2015,Granada CF,33,26.3,19,2.17,71.5
Spain,ES1,2015-2016,2015,RCD Espanyol Barcelona,33,25.6,9,1.88,62.2
Spain,ES1,2015-2016,2015,Deportivo de La Coruña,30,28.7,11,2.06,61.75
Spain,ES1,2015-2016,2015,SD Eibar,35,26.2,9,1.62,56.6
Spain,ES1,2015-2016,2015,Real Betis Balompié,33,27.4,14,1.71,56.4
Spain,ES1,2015-2016,2015,Sporting Gijón,29,25.2,8,1.83,53.2
Spain,ES1,2015-2016,2015,Levante UD,31,27.8,10,1.71,53.1
Spain,ES1,2015-2016,2015,Rayo Vallecano,35,28.4,13,1.42,49.6
Spain,ES1,2015-2016,2015,Getafe CF,30,26.4,12,1.64,49.1
Spain,ES1,2015-2016,2015,UD Las Palmas,33,27.7,7,0.976,32.2
Spain,ES1,2016-2017,2016,Real Madrid,29,26.2,18,27.69,802.9
Spain,ES1,2016-2017,2016,FC Barcelona,33,26.3,18,23.19,765.3
Spain,ES1,2016-2017,2016,Atlético de Madrid,38,25.1,22,13.57,515.8
Spain,ES1,2016-2017,2016,Sevilla FC,38,26.1,23,7.11,270.1
Spain,ES1,2016-2017,2016,Valencia CF,38,25.3,18,6.78,257.5
Spain,ES1,2016-2017,2016,Villarreal CF,34,26.3,13,5.61,190.7
Spain,ES1,2016-2017,2016,Athletic Bilbao,30,27.3,1,5.75,172.6
Spain,ES1,2016-2017,2016,Real Sociedad,30,26.2,4,5.22,156.45
Spain,ES1,2016-2017,2016,Celta de Vigo,29,26.0,15,4.22,122.4
Spain,ES1,2016-2017,2016,Deportivo de La Coruña,37,27.2,16,2.54,94.0
Spain,ES1,2016-2017,2016,Deportivo Alavés,30,25.8,11,2.85,85.4
Spain,ES1,2016-2017,2016,Málaga CF,32,26.5,16,2.63,84.3
Spain,ES1,2016-2017,2016,UD Las Palmas,33,27.2,9,2.55,84.3
Spain,ES1,2016-2017,2016,Real Betis Balompié,28,26.8,13,3.01,84.2
Spain,ES1,2016-2017,2016,RCD Espanyol Barcelona,29,27.8,9,2.79,80.8
Spain,ES1,2016-2017,2016,SD Eibar,28,26.4,5,2.43,67.95
Spain,ES1,2016-2017,2016,Granada CF,40,25.6,26,1.66,66.45
Spain,ES1,2016-2017,2016,CD Leganés,37,26.6,11,1.44,53.15
Spain,ES1,2016-2017,2016,Sporting Gijón,31,26.3,9,1.51,46.75
Spain,ES1,2016-2017,2016,CA Osasuna,37,26.0,9,1.16,42.9
Spain,ES1,2017-2018,2017,FC Barcelona,32,26.8,17,34.19,1090.0
Spain,ES1,2017-2018,2017,Real Madrid,32,25.0,15,29.85,955.35
Spain,ES1,2017-2018,2017,Atlético de Madrid,36,25.8,20,19.75,711.15
Spain,ES1,2017-2018,2017,Valencia CF,30,24.7,14,13.27,398.05
Spain,ES1,2017-2018,2017,Sevilla FC,33,27.0,20,7.67,253.2
Spain,ES1,2017-2018,2017,Athletic Bilbao,33,26.4,1,7.56,249.4
Spain,ES1,2017-2018,2017,Real Sociedad,29,26.8,6,8.03,232.95
Spain,ES1,2017-2018,2017,Villarreal CF,40,25.8,15,5.5,220.0
Spain,ES1,2017-2018,2017,Celta de Vigo,32,25.0,16,5.41,173.05
Spain,ES1,2017-2018,2017,Real Betis Balompié,31,26.4,11,4.27,132.25
Spain,ES1,2017-2018,2017,RCD Espanyol Barcelona,29,27.8,7,3.37,97.8
Spain,ES1,2017-2018,2017,UD Las Palmas,38,27.4,15,2.4,91.25
Spain,ES1,2017-2018,2017,Girona FC,30,25.8,14,2.73,81.75
Spain,ES1,2017-2018,2017,Deportivo Alavés,33,25.6,12,2.27,74.8
Spain,ES1,2017-2018,2017,Deportivo de La Coruña,36,27.3,18,1.85,66.45
Spain,ES1,2017-2018,2017,Getafe CF,36,27.1,18,1.82,65.6
Spain,ES1,2017-2018,2017,Levante UD,37,25.8,15,1.67,61.85
Spain,ES1,2017-2018,2017,SD Eibar,33,27.4,9,1.82,60.05
Spain,ES1,2017-2018,2017,CD Leganés,34,27.3,15,1.72,58.55
Spain,ES1,2017-2018,2017,Málaga CF,40,26.2,17,1.38,55.2
Spain,ES1,2018-2019,2018,FC Barcelona,39,25.2,20,29.72,1160.0
Spain,ES1,2018-2019,2018,Atlético de Madrid,37,24.7,17,26.21,969.7
Spain,ES1,2018-2019,2018,Real Madrid,36,25.2,17,24.89,896.1
Spain,ES1,2018-2019,2018,Valencia CF,33,25.2,17,15.14,499.65
Spain,ES1,2018-2019,2018,Sevilla FC,38,26.6,21,8.06,306.3
Spain,ES1,2018-2019,2018,Real Sociedad,33,24.6,8,9.12,300.95
Spain,ES1,2018-2019,2018,Real Betis Balompié,34,25.9,15,8.55,290.75
Spain,ES1,2018-2019,2018,Athletic Bilbao,32,27.3,3,7.32,234.25
Spain,ES1,2018-2019,2018,Celta de Vigo,30,25.9,19,7.8,234.1
Spain,ES1,2018-2019,2018,Villarreal CF,32,27.9,12,7.21,230.65
Spain,ES1,2018-2019,2018,RCD Espanyol Barcelona,30,27.3,9,5.82,174.7
Spain,ES1,2018-2019,2018,Getafe CF,28,27.7,13,4.72,132.2
Spain,ES1,2018-2019,2018,CD Leganés,38,26.4,19,2.96,112.45
Spain,ES1,2018-2019,2018,Deportivo Alavés,29,26.4,10,3.82,110.8
Spain,ES1,2018-2019,2018,Levante UD,31,26.4,10,3.48,107.85
Spain,ES1,2018-2019,2018,Girona FC,33,26.3,11,2.95,97.25
Spain,ES1,2018-2019,2018,SD Eibar,29,28.1,8,3.24,93.9
Spain,ES1,2018-2019,2018,Rayo Vallecano,36,26.7,13,2.41,86.7
Spain,ES1,2018-2019,2018,Real Valladolid CF,41,25.6,8,2.02,83.0
Spain,ES1,2018-2019,2018,SD Huesca,39,27.2,15,1.57,61.4
Spain,ES1,2019-2020,2019,FC Barcelona,42,24.7,23,22.15,930.28
Spain,ES1,2019-2020,2019,Real Madrid,33,26.2,21,27.69,913.75
Spain,ES1,2019-2020,2019,Atlético de Madrid,33,25.3,16,21.82,720.15
Spain,ES1,2019-2020,2019,Valencia CF,33,25.9,17,12.96,427.8
Spain,ES1,2019-2020,2019,Real Sociedad,36,25.0,7,9.65,347.55
Spain,ES1,2019-2020,2019,Sevilla FC,35,26.2,16,8.42,294.75
Spain,ES1,2019-2020,2019,Real Betis Balompié,38,25.5,10,6.43,244.35
Spain,ES1,2019-2020,2019,Athletic Bilbao,32,26.8,2,6.62,211.75
Spain,ES1,2019-2020,2019,Villarreal CF,33,26.9,11,6.32,208.68
Spain,ES1,2019-2020,2019,Getafe CF,33,28.5,17,5.32,175.45
Spain,ES1,2019-2020,2019,Celta de Vigo,35,25.5,13,4.77,167.0
Spain,ES1,2019-2020,2019,RCD Espanyol Barcelona,40,26.3,12,3.9,156.05
Spain,ES1,2019-2020,2019,CD Leganés,39,25.8,16,2.81,109.7
Spain,ES1,2019-2020,2019,Deportivo Alavés,37,26.6,11,2.89,106.75
Spain,ES1,2019-2020,2019,Levante UD,33,27.0,8,2.74,90.5
Spain,ES1,2019-2020,2019,Real Valladolid CF,37,26.0,9,2.37,87.78
Spain,ES1,2019-2020,2019,RCD Mallorca,35,26.9,15,1.85,64.68
Spain,ES1,2019-2020,2019,CA Osasuna,37,26.9,4,1.7,62.78
Spain,ES1,2019-2020,2019,Granada CF,34,26.4,13,1.66,56.58
Spain,ES1,2019-2020,2019,SD Eibar,29,28.8,11,1.85,53.75
Spain,ES1,2020-2021,2020,FC Barcelona,32,25.5,20,25.42,813.5
Spain,ES1,2020-2021,2020,Real Madrid,37,25.3,17,21.28,787.3
Spain,ES1,2020-2021,2020,Atlético de Madrid,39,25.4,21,19.82,773.1
Spain,ES1,2020-2021,2020,Sevilla FC,38,26.2,17,11.01,418.25
Spain,ES1,2020-2021,2020,Real Sociedad,38,25.1,5,10.7,406.6
Spain,ES1,2020-2021,2020,Villarreal CF,36,26.4,13,8.13,292.6
Spain,ES1,2020-2021,2020,Valencia CF,35,25.2,20,7.97,278.85
Spain,ES1,2020-2021,2020,Real Betis Balompié,33,27.2,12,6.29,207.7
Spain,ES1,2020-2021,2020,Athletic Bilbao,32,26.4,2,6.38,204.15
Spain,ES1,2020-2021,2020,Getafe CF,33,25.9,18,5.15,170.1
Spain,ES1,2020-2021,2020,Celta de Vigo,41,24.8,12,3.8,155.85
Spain,ES1,2020-2021,2020,Granada CF,44,25.3,17,2.79,122.65
Spain,ES1,2020-2021,2020,Levante UD,34,27.0,10,3.32,113.0
Spain,ES1,2020-2021,2020,CA Osasuna,36,27.5,6,2.69,96.75
Spain,ES1,2020-2021,2020,SD Eibar,34,27.5,9,2.45,83.4
Spain,ES1,2020-2021,2020,Deportivo Alavés,35,26.1,10,2.28,79.8
Spain,ES1,2020-2021,2020,SD Huesca,34,26.9,9,1.89,64.1
Spain,ES1,2020-2021,2020,Real Valladolid CF,41,27.1,9,1.55,63.35
Spain,ES1,2020-2021,2020,Cádiz CF,41,27.6,16,1.16,47.65
Spain,ES1,2020-2021,2020,Elche CF,41,27.2,15,1.11,45.65
Spain,ES1,2021-2022,2021,Real Madrid,36,26.3,19,21.41,770.75
Spain,ES1,2021-2022,2021,FC Barcelona,47,25.5,24,15.65,735.6
Spain,ES1,2021-2022,2021,Atlético de Madrid,43,25.7,24,15.39,661.8
Spain,ES1,2021-2022,2021,Villarreal CF,39,26.5,15,10.48,408.9
Spain,ES1,2021-2022,2021,Sevilla FC,43,26.2,21,8.95,385.0
Spain,ES1,2021-2022,2021,Real Sociedad,40,25.2,7,9.42,376.95
Spain,ES1,2021-2022,2021,Valencia CF,44,24.1,20,7.06,310.6
Spain,ES1,2021-2022,2021,Real Betis Balompié,38,27.9,13,6.82,259.0
Spain,ES1,2021-2022,2021,Athletic Bilbao,31,26.2,1,7.29,226.05
Spain,ES1,2021-2022,2021,Getafe CF,43,25.7,17,4.85,208.68
Spain,ES1,2021-2022,2021,RCD Espanyol Barcelona,38,25.9,7,3.46,131.6
Spain,ES1,2021-2022,2021,Celta de Vigo,34,26.0,11,3.53,120.0
Spain,ES1,2021-2022,2021,CA Osasuna,32,27.4,3,3.39,108.45
Spain,ES1,2021-2022,2021,Granada CF,39,26.9,16,2.66,103.75
Spain,ES1,2021-2022,2021,Levante UD,42,26.8,12,1.85,77.9
Spain,ES1,2021-2022,2021,RCD Mallorca,41,26.2,16,1.81,74.15
Spain,ES1,2021-2022,2021,Elche CF,37,27.9,14,1.97,72.98
Spain,ES1,2021-2022,2021,Cádiz CF,37,27.7,14,1.83,67.8
Spain,ES1,2021-2022,2021,Rayo Vallecano,36,26.7,14,1.87,67.2
Spain,ES1,2021-2022,2021,Deportivo Alavés,43,25.6,16,1.52,65.35
Spain,ES1,2022-2023,2022,Real Madrid,36,25.9,20,25.65,923.45
Spain,ES1,2022-2023,2022,FC Barcelona,41,24.4,14,20.41,836.8
Spain,ES1,2022-2023,2022,Atlético de Madrid,40,25.8,22,13.36,534.3
Spain,ES1,2022-2023,2022,Real Sociedad,37,25.0,6,11.94,441.7
Spain,ES1,2022-2023,2022,Villarreal CF,43,26.4,15,8.45,363.5
Spain,ES1,2022-2023,2022,Valencia CF,40,24.5,18,6.24,249.78
Spain,ES1,2022-2023,2022,Real Betis Balompié,38,27.6,13,6.48,246.4
Spain,ES1,2022-2023,2022,Sevilla FC,42,26.8,23,5.54,232.58
Spain,ES1,2022-2023,2022,Athletic Bilbao,31,27.1,1,7.18,222.45
Spain,ES1,2022-2023,2022,CA Osasuna,31,27.2,4,4.84,150.05
Spain,ES1,2022-2023,2022,Girona FC,37,25.7,13,3.78,139.9
Spain,ES1,2022-2023,2022,Celta de Vigo,36,25.7,12,3.86,138.8
Spain,ES1,2022-2023,2022,Getafe CF,34,26.5,14,3.5,118.9
Spain,ES1,2022-2023,2022,RCD Espanyol Barcelona,37,25.9,11,3.15,116.5
Spain,ES1,2022-2023,2022,UD Almería,36,25.9,18,3.17,114.2
Spain,ES1,2022-2023,2022,RCD Mallorca,38,26.9,19,2.82,107.0
Spain,ES1,2022-2023,2022,Rayo Vallecano,29,28.7,10,3.57,103.4
Spain,ES1,2022-2023,2022,Real Valladolid CF,41,26.8,18,2.21,90.75
Spain,ES1,2022-2023,2022,Elche CF,40,27.0,17,1.69,67.5
Spain,ES1,2022-2023,2022,Cádiz CF,47,27.3,17,1.4,65.6
Spain,ES1,2023-2024,2023,Real Madrid,37,25.6,21,30.68,1140.0
Spain,ES1,2023-2024,2023,FC Barcelona,38,24.0,15,24.11,916.2
Spain,ES1,2023-2024,2023,Real Sociedad,40,25.2,10,12.46,498.5
Spain,ES1,2023-2024,2023,Atlético de Madrid,42,26.9,23,10.92,458.45
Spain,ES1,2023-2024,2023,Girona FC,37,25.6,15,8.05,297.9
Spain,ES1,2023-2024,2023,Athletic Bilbao,31,27.0,2,9.54,295.65
Spain,ES1,2023-2024,2023,Villarreal CF,39,27.2,15,6.47,252.5
Spain,ES1,2023-2024,2023,Valencia CF,36,23.8,11,6.8,244.73
Spain,ES1,2023-2024,2023,Sevilla FC,49,26.7,27,4.67,228.75
Spain,ES1,2023-2024,2023,Real Betis Balompié,42,27.0,22,5.35,224.88
Spain,ES1,2023-2024,2023,Celta de Vigo,39,25.9,14,3.83,149.3
Spain,ES1,2023-2024,2023,Granada CF,46,26.4,18,3.07,141.1
Spain,ES1,2023-2024,2023,Getafe CF,40,25.7,18,3.33,133.0
Spain,ES1,2023-2024,2023,Deportivo Alavés,41,24.5,16,3.02,123.7
Spain,ES1,2023-2024,2023,UD Las Palmas,35,26.2,11,3.21,112.4
Spain,ES1,2023-2024,2023,CA Osasuna,32,27.2,5,3.29,105.35
Spain,ES1,2023-2024,2023,UD Almería,41,25.3,22,2.42,99.4
Spain,ES1,2023-2024,2023,RCD Mallorca,35,26.9,14,2.51,87.7
Spain,ES1,2023-2024,2023,Rayo Vallecano,30,28.9,12,2.13,63.95
Spain,ES1,2023-2024,2023,Cádiz CF,44,27.0,15,1.38,60.7
Spain,ES1,2024-2025,2024,Real Madrid,42,24.4,19,32.11,1350.0
Spain,ES1,2024-2025,2024,FC Barcelona,39,23.3,11,27.76,1080.0
Spain,ES1,2024-2025,2024,Atlético de Madrid,41,26.5,22,13.23,542.5
Spain,ES1,2024-2025,2024,Athletic Bilbao,37,26.1,4,10.14,375.35
Spain,ES1,2024-2025,2024,Real Sociedad,39,24.6,9,8.85,345.05
Spain,ES1,2024-2025,2024,Real Betis Balompié,46,26.0,19,6.34,291.7
Spain,ES1,2024-2025,2024,Villarreal CF,36,26.2,16,7.34,264.25
Spain,ES1,2024-2025,2024,Valencia CF,44,24.5,13,4.9,215.55
Spain,ES1,2024-2025,2024,Sevilla FC,44,25.2,19,4.18,183.9
Spain,ES1,2024-2025,2024,Girona FC,46,25.1,22,3.33,153.1
Spain,ES1,2024-2025,2024,Celta de Vigo,36,26.3,12,3.64,130.9
Spain,ES1,2024-2025,2024,UD Las Palmas,42,25.4,14,2.79,117.3
Spain,ES1,2024-2025,2024,RCD Espanyol Barcelona,37,25.6,10,3.16,116.98
Spain,ES1,2024-2025,2024,CA Osasuna,34,26.7,4,3.33,113.28
Spain,ES1,2024-2025,2024,Deportivo Alavés,37,25.8,15,2.5,92.35
Spain,ES1,2024-2025,2024,Getafe CF,37,25.4,15,2.37,87.7
Spain,ES1,2024-2025,2024,RCD Mallorca,31,27.6,13,2.74,84.88
Spain,ES1,2024-2025,2024,Real Valladolid CF,43,25.4,23,1.89,81.45
Spain,ES1,2024-2025,2024,Rayo Vallecano,34,28.3,11,2.0,68.0
Spain,ES1,2024-2025,2024,CD Leganés,40,26.1,16,1.2,47.98
Spain,ES1,2025-2026,2025,Real Madrid,28,25.8,17,47.79,1340.0
Spain,ES1,2025-2026,2025,FC Barcelona,24,25.7,11,48.64,1170.0
Spain,ES1,2025-2026,2025,Atlético de Madrid,23,27.7,16,25.52,587.0
Spain,ES1,2025-2026,2025,Villarreal CF,28,26.2,13,10.23,286.3
Spain,ES1,2025-2026,2025,Athletic Bilbao,28,27.2,3,10.11,283.0
Spain,ES1,2025-2026,2025,Real Sociedad,25,26.1,9,10.91,272.7
Spain,ES1,2025-2026,2025,Real Betis Balompié,27,29.1,13,9.21,248.8
Spain,ES1,2025-2026,2025,Celta de Vigo,28,27.0,9,6.18,172.9
Spain,ES1,2025-2026,2025,Valencia CF,27,28.1,14,6.06,163.6
Spain,ES1,2025-2026,2025,Girona FC,27,28.6,14,5.67,153.2
Spain,ES1,2025-2026,2025,Sevilla FC,28,27.9,17,5.01,140.4
Spain,ES1,2025-2026,2025,RCD Espanyol Barcelona,23,27.4,7,5.4,124.2
Spain,ES1,2025-2026,2025,Rayo Vallecano,27,28.7,14,3.97,107.3
Spain,ES1,2025-2026,2025,CA Osasuna,23,28.0,3,4.38,100.8
Spain,ES1,2025-2026,2025,RCD Mallorca,26,27.8,11,3.42,89.0
